home,homeresult,scorehome,scoreaway,awayresult,away
Germany,W,3,2,L,Belgium
Spain,W,3,0,L,Switzerland
Saudi Arabia,L,1,3,W,Sweden
Romania,W,3,2,L,Argentina
Netherlands,W,2,0,L,Ireland
Brazil,W,1,0,L,United States
Nigeria,L,1,1,L,Italy
Mexico,L,1,1,L,Bulgaria
Italy,W,2,1,L,Spain
Netherlands,L,2,3,W,Brazil
Bulgaria,W,2,1,L,Germany
Romania,L,2,3,W,Sweden
Bulgaria,L,1,2,W,Italy
Sweden,L,0,1,W,Brazil
Sweden,W,4,0,L,Bulgaria
Brazil,W,1,0,L,Italy
