Carlos Sánchez, 6.50
Cristhian Stuani, 7.03
Cristian Rodríguez, 6.50
Diego Godín, 7.13
Diego Laxalt, 6.74
Edinson Cavani, 7.76
Fernando Muslera, 6.67
Gastón Silva, 7.25
Giorgian de Arrascaeta, 8.12
Guillermo Varela, 6.50
Urreta, 6.50
José Giménez, 7.24
Lucas Torreira, 7.17
Luis Suárez, 7.5
Martín Cáceres, 6.47
Martín Campaña, 6.65
Martín Silva, 6.22
Matías Vecino, 6.96
Maxi Gómez, 6.95
Maxi Pereira, 7.23
Nahitan Nández, 6.96
Rodrigo Bentancur, 6.29
Sebastián Coates, 7.09
