Kosuke Nakamura, 6.50
Ryota Oshima, 6.50
Eiji Kawashima, 6.61
Gaku Shibasaki, 6.17
Gen Shoji, 6.50
Genki Haraguchi, 6.95
Gotoku Sakai, 6.68
Hiroki Sakai, 6.98
Hotaru Yamaguchi, 6.50
Keisuke Honda, 6.50
Makoto Hasebe, 6.47
Masaaki Higashiguchi, 6.50
Maya Yoshida, 6.89
Naomichi Ueda, 6.50
Shinji Kagawa, 7.19
Shinji Okazaki, 6.79
Takashi Inui, 6.64
Takashi Usami, 6.39
Tomoaki Makino, 6.50
Wataru Endo, 6.50
Yoshinori Muto, 6.92
Yuto Nagatomo, 6.81
Yuya Osako, 6.55
