Jose Luis Rodriguez, 6.50
Abdiel Arroyo, 6.50
Adolfo Machado, 6.8
Alberto Quintero, 6.50
Alex Rodríguez, 6.50
Aníbal Godoy, 7.14
Armando Cooper, 6.50
Blas Pérez, 6.50
Edgar Bárcenas, 6.50
Eric Davis, 6.50
Felipe Baloy, 6.50
Fidel Escobar, 7.32
Gabriel Gómez, 6.50
Gabriel Torres, 6.50
Harold Cummings, 6.76
Ismael Diaz, 6.50
Jaime Penedo, 6.50
José Calderón, 6.50
Luis Ovalle, 6.50
Luis Tejada, 6.50
Michael Murillo, 7.29
Román Torres, 6.24
Valentín Pimentel, 6.50
