Andreas Christensen, 6.79
Andreas Cornelius, 6.48
Christian Eriksen, 7.72
Frederik Ronnow, 6.50
Henrik Dalsgaard, 6.99
Jannik Vestergaard, 6.93
Jens Stryger Larsen, 6.51
Jonas Knudsen, 6.87
Jonas Lössl, 6.57
Kasper Dolberg, 6.35
Kasper Schmeichel, 6.61
Lasse Schöne, 7.54
Lukas Lerager, 6.94
Martin Braithwaite, 6.99
Zanka, 6.71
Michael Krohn-Dehli, 6.26
Nicolai Jørgensen, 7.21
Pione Sisto, 7.03
Simon Kjaer, 6.87
Thomas Delaney, 7.06
Viktor Fischer, 6.13
William Kvist, 6.65
Yussuf Poulsen, 6.93
