Ahmed Khalil, 6.50
Anice Badri, 6.50
Ghilane Chaalali, 6.50
Yassine Meriah, 6.50
Ali Maâloul, 6.50
Aymen Mathlouthi, 6.50
Bassem Srarfi, 6.28
Dylan Bronn, 6.50
Ellyes Skhiri, 7.13
Fakhreddine Ben Youssef, 6.50
Farouk Ben Mustapha, 6.50
Ferjani Sassi, 6.50
Hamdi Nagguez, 6.50
Mohamed Ben Amor, 6.50
Mouez Hassen, 6.50
Naim Sliti, 7.02
Oussama Haddadi, 6.56
Rami Bedoui, 6.50
Saber Khalifa, 6.50
Saif-Eddine Khaoui, 6.81
Syam Ben Youssef, 6.79
Wahbi Khazri, 7.24
Yohan Benalouane, 6.96
