Andrew Nabbout, 6.50
Daniel Arzani, 6.50
Dimitri Petratos, 6.50
Matthew Jurman, 6.50
Aaron Mooy, 6.86
Aziz Behich, 6.77
Brad Jones, 6.51
Danny Vukovic, 6.50
Jackson Irvine, 7.25
James Meredith, 6.84
Jamie Maclaren, 6.04
Josh Risdon, 6.50
Mark Milligan, 6.50
Massimo Luongo, 7.35
Mathew Leckie, 6.97
Mat Ryan, 6.74
Mile Jedinak, 7.39
Milos Degenek, 6.50
Robbie Kruse, 6.97
Tim Cahill, 6.01
Tomas Rogic, 6.32
Tomi Juric, 6.50
Trent Sainsbury, 6.50
