Ahmed Tagnaouti, 6.50
Ayoub Kaabi, 6.50
Badr Banoune, 6.50
Achraf Hakimi, 7.17
Amine Harit, 6.92
Aziz Bouhaddouz, 6.92
Faycal Fajr, 6.98
Hakim Ziyech, 8.18
Hamza Mendyl, 6.31
Karim El Ahmadi, 7.1
Khalid Boutaïb, 7.03
Manuel da Costa, 6.7
Medhi Benatia, 7.05
Mehdi Carcela-González, 6.23
Moubarak Boussoufa, 6.50
Munir Mohamedi, 6.50
Nabil Dirar, 7.13
Nordin Amrabat, 6.37
Romain Saïss, 7.19
Sofyan Amrabat, 6.9
Bono, 6.68
Younès Belhanda, 7.39
Youssef Aït Bennasser, 6.72
